,Caption,Instagram,YouTube,Twitter,positive_words,negative_words,length,word_count,male_words,female_words,afinn
7380,Happy Fathers Day! Thank you for being such a good dad to our babies! ,1,0,0,3,0,70,14,2,0,8.0
7381,Sister puppies for North & P! Penelope named hers honey. What should we name ours? ,1,0,0,0,0,83,15,0,2,0.0
7382,Besties ,1,0,0,0,0,8,1,0,0,0.0
7383,Kimoji Daddy Drop today at noon! KIMOJI.COM ,1,0,0,0,0,44,7,2,0,-1.0
7384,My baby girl turned 4 years old today! She's my light & my everything!!! I love you to the moon & back North ,1,0,0,1,0,109,23,0,2,3.0
7385,Happy Birthday babe I love you so much! You inspire me every day to be a better person! I'm so grateful for you  ,1,0,0,5,0,113,23,0,0,13.0
7386, reunited  ,1,0,0,0,0,11,1,0,0,0.0
7387, Coming Soon  ,1,0,0,0,0,14,2,0,0,0.0
7388,I know Cindy drinks this so I'm in!!! ,1,0,0,0,0,38,8,0,0,0.0
7389,Contemplating ,1,0,0,0,0,14,1,0,0,0.0
7390,Almost your birthday ,1,0,0,0,0,21,3,0,0,0.0
7391,Not today ,1,0,0,0,0,10,2,0,0,0.0
7392,Just because ,1,0,0,0,0,13,2,0,0,0.0
7393,Some of my fave people ,1,0,0,1,0,23,5,0,0,0.0
7394,Watch What Happens Live airs tonight on Bravo at 11/10c  ,1,0,0,1,0,57,10,0,0,0.0
7395,Season 14  ,1,0,0,0,0,11,2,0,0,0.0
7396,"3 down, a lifetime to go... ",1,0,0,0,0,28,6,0,0,0.0
7397,Happy Birthday to my fashion icon Armenian Queen Cher! ,1,0,0,1,0,55,9,0,2,3.0
7398,Who's coming to New York in August for the Master Class with ?!?! Get tickets now at TheMasterClass.com ,1,0,0,1,0,104,18,0,0,0.0
7399,My little man ,1,0,0,0,0,14,3,2,0,0.0
7400,she has no clue what 100 million followers means but she's excited cause i'm excited lol thanks for the follows and the love  ,1,0,0,3,0,126,23,0,2,13.0
7401,Vibez ,1,0,0,0,0,6,1,0,0,0.0
7402,Tuesdaze ,1,0,0,0,0,9,1,0,0,0.0
7403,I saved the Queen for last! Mom you have walked through the fire for us all and I know in my heart you would do it all over again to keep us safe. We've all been through so much together & you are always our strength when we need it. I love you so much! ,1,0,0,1,0,254,55,0,4,6.0
7404,Happy Mothers Day to my sister who makes it always look so easy! I love you ,1,0,0,2,0,76,16,0,2,7.0
7405,"To the woman who started it all, my grandma MJ. You taught all of us girls to be strong independent women. I love you ",1,0,0,2,0,118,24,0,7,5.0
7406,Thank you to my babies for choosing me and allowing me to be your mom. You've given me a deep love I can't explain. I'm always here to teach you and protect you! Thank you for making my Mothers Day so special! ,1,0,0,4,0,210,42,0,0,8.0
7407,"My sisters and I visited Planned Parenthood recently and learned that the House of Representatives forced through a bill that strips health care coverage from millions of people and raises health care costs, including Planned Parenthood patients. They are such an amazing place that provides so much to so many! ",1,0,0,1,0,312,50,0,0,7.0
7408,"That time North gets a time out & is a little too quiet... I go in her room to check on her & she's in the bathroom, made her own spa & tells me she's chilling out  ",1,0,0,0,0,165,37,0,0,-1.0
7409,not today ,1,0,0,0,0,10,2,0,0,0.0
7410,My baby boo ,1,0,0,0,0,12,3,0,0,0.0
7411,COSTA RICA  We're there tonight on KUWTK. Tune into watch tonight on E! ,1,0,0,0,0,72,13,0,0,0.0
7412,TheKidsSupply.com ,1,0,0,0,0,18,1,0,0,0.0
7413,CLOSE UP ,1,0,0,0,0,9,2,0,0,0.0
7414,"So excited to announce you can get a signed, limited-edition copy of ""Selfish"" with an all-new cover - exclusively available on The link is in my bio ",1,0,0,2,0,150,27,0,0,-1.0
7415,Girl power last night! Happy Birthday to the queen ,1,0,0,1,0,51,9,0,4,3.0
7416,And what would the Met be without that squad pic?! ,1,0,0,0,0,51,10,0,0,0.0
7417,With the baddest  Rih's the definition of the Met! ,1,0,0,0,0,51,9,0,0,0.0
7418,Stepping up into the MET like.... I have the best glam team!  thank you ,1,0,0,2,0,72,14,0,0,7.0
7419,Simplicity this year ,1,0,0,0,0,21,3,0,0,1.0
7420,MET 2017 ,1,0,0,0,0,9,2,0,0,0.0
7421,KKW X KYLIE Kiki: Pinky Nude Kim: Peachy Nude Kimmie: Deep Nude Kimberly: True Nude ,1,0,0,0,0,84,15,0,0,2.0
7422,Wearing Kimberly KKW X KYLIE ,1,0,0,0,0,29,5,0,0,0.0
7423,The KKW X KYLIE collab of 4 nude lip kits with the new creme liquid formula is available now! So proud to collab with my little twin sissy! KylieCosmetics.com ,1,0,0,2,0,159,29,0,0,2.0
7424,KKW X KYLIE collab KylieCosmetics.com ,1,0,0,0,0,38,5,0,0,0.0
7425,The restock is Live on KylieCosmetics.com KKW X KYLIE collab available now ,1,0,0,1,0,75,12,0,0,0.0
7426,We're restocking our KKW X KYLIE collab today at 3pm on KylieCosmetics.com ,1,0,0,0,0,75,12,0,0,0.0
7427, ,1,0,0,0,0,1,0,0,0,0.0
7428,Hey ,1,0,0,0,0,4,1,0,0,0.0
7429,Girls Trip ,1,0,0,0,0,11,2,0,2,0.0
7430,Today's the day! the KKW X KYLIE Launches today at 3pm. KylieCosmetics.com ,1,0,0,0,0,75,12,0,0,0.0
7431,Who's ready for tomorrow?!?! ,1,0,0,1,0,29,4,0,0,0.0
7432,So excited about this nudes collection ,1,0,0,1,0,39,6,0,0,3.0
7433,"Happy Birthday to the one and only gluten, dairy, wheat free human My best friend, the best mom and the best sister in the world! ",1,0,0,5,0,130,25,0,4,14.0
7434,Easter 2017 ,1,0,0,0,0,12,2,0,0,0.0
7435,Cher! Need I say more! My fashion icon and fellow Armenian. What a proud moment this was. We will and make sure everyone hears the Armenian story  ,1,0,0,1,0,147,27,0,0,2.0
7436,I just like this pic ,1,0,0,1,0,21,5,0,0,2.0
7437,White Lumee Duo In Apple stores worldwide ,1,0,0,0,0,42,7,0,0,0.0
7438,90's ,1,0,0,0,0,5,1,0,0,0.0
7439,themasterclass.com ,1,0,0,0,0,19,1,0,0,0.0
7440,flashback ,1,0,0,0,0,10,1,0,0,0.0
7441,BTS of DarkStar006 with on my app ,1,0,0,0,0,34,7,0,0,0.0
7442,PAT X KKW ,1,0,0,0,0,10,3,0,0,0.0
7443,Daily Front Row Fashion Awards with the baddest ,1,0,0,1,0,48,8,0,0,3.0
7444,Come and meet me in the bathroom staaaaallllll  ,1,0,0,0,0,48,8,0,0,0.0
7445,Swish ,1,0,0,0,0,6,1,0,0,0.0
7446, ,1,0,0,0,0,1,0,0,0,0.0
7447,CALABASAS YEEZYSUPPLY.COM ,1,0,0,0,0,26,2,0,0,0.0
7448,Details ,1,0,0,0,0,8,1,0,0,0.0
7449,Detoxing with  it tastes amazing and the ingredients are all natural  ,1,0,0,1,0,70,11,0,0,5.0
7450,7 years old and obsessed with bows  ,1,0,0,0,0,36,7,0,0,2.0
7451,Happy 12 year old ,1,0,0,1,0,18,4,0,0,3.0
7452, you ,1,0,0,0,0,5,1,0,0,0.0
7453,"I took a tragic horrific experience and did not let it diminish me, rather grew and evolved and allowed the experience to teach me. I can say I've become so much better because of it....thank you for allowing me to share my story tonight ",1,0,0,1,2,238,44,0,0,0.0
7454,"Tonight's episode is going to be very tough for me. However, I thought it was important to share this story through my eyes & not in an interview where my own words could be twisted. I have always shared so much & I'm not going to hold back when this was probably one of the most life changing experiences for me. I would never wish this experience upon anyone, but have learned some valuable lessons & feel so blessed to be safe home with my babies & husband. To my friends, family, and loved ones I can't thank you enough for being there when I needed you the most. To the French police, thank you for your incredible hard work. *This was our last family photo taken in Paris ",1,0,0,9,1,678,129,0,0,12.0
7455,I know I'm late but Happy Birthday Bobby. I love you mucho  ,1,0,0,2,0,60,12,0,0,6.0
7456,Should I be original and say long hair don't care? ,1,0,0,0,0,51,10,0,0,2.0
7457,This is happening! The Lumee Black Duo is now in Apple Globally -Loving the back light! ,1,0,0,0,0,88,16,0,0,2.0
7458,Awkward run ins are my fave ,1,0,0,1,1,28,6,0,0,-2.0
7459,Found this pic of and I. I remember the first time you dressed me in Givenchy. So many amazing memories. I can't wait to see what's next!  ,1,0,0,1,0,139,27,0,0,4.0
7460,Hey beautiful girl ,1,0,0,1,0,19,3,0,2,3.0
7461,I'm into throwbacks these days. I'm 19 & cowgirl Kourt is 20 ,1,0,0,0,0,61,12,0,0,0.0
7462,Palm Springs  ,1,0,0,0,0,14,2,0,0,0.0
7463,Throwback to when Kourtney & I were 9&10. Not sure what's cooler Allison's LA Raiders boxers worn as shorts or Kourt's Reebok pumps & hair cut and me doing a hair flip per usual ,1,0,0,0,1,178,34,0,0,-2.0
7464,Goth Nori ,1,0,0,0,0,10,2,0,0,0.0
7465,2009. Maybe 2008 I can't remember ,1,0,0,0,0,34,6,0,0,0.0
7466,Vibey ,1,0,0,0,0,6,1,0,0,0.0
7467,Tennis Time  ,1,0,0,0,0,13,2,0,0,0.0
7468,Me and my Sainty boo a few months ago...scroll through ,1,0,0,0,0,55,10,0,0,0.0
7469,New tutorial up on my app with ,1,0,0,0,0,31,7,0,0,0.0
7470,Zebra 350 ,1,0,0,0,0,10,2,0,0,0.0
7471,I will always remember my first day of school. El Rodeo! Just found this pic and wanted to post it since it was my dad's birthday the other day! ,1,0,0,0,0,145,29,0,0,0.0
7472,Sister  ,1,0,0,0,0,8,1,0,2,0.0
7473,All the way [UP!] ,1,0,0,0,0,18,4,0,0,0.0
7474,Trifecta ,1,0,0,0,0,9,1,0,0,0.0
7475,New pics on my app ,1,0,0,0,0,19,5,0,0,0.0
7476,I miss my babies so much ,1,0,0,0,1,25,6,0,0,-2.0
7477,Happy Valentine's Day ,1,0,0,1,0,22,3,0,0,3.0
7478,NYFW here we come!!! Thank you ,1,0,0,1,0,31,6,0,0,2.0
7479,Kim x Ky Take Costa Rica  ,1,0,0,0,0,26,6,0,0,0.0
7480,Don't go chasing waterfalls  ,1,0,0,0,0,29,4,0,0,0.0
7481, JUMP  ,1,0,0,0,0,7,1,0,0,0.0
7482,Missing Costa Rica! I put up some new pics from the trip on my ,1,0,0,0,0,63,14,0,0,-2.0
7483,Have you guys seen the Duo?!?! It launched at all Apple stores in December and has lights on the front & the back so you can take insane pics! It's a softer case now too! ,1,0,0,1,1,171,35,1,0,-1.0
7484,Costa Rica  ,1,0,0,0,0,12,2,0,0,0.0
7485,Possibly one of my favorite gowns ever! Thank you More pics on ,1,0,0,2,0,63,12,0,0,4.0
7486,My favorite part of the trip was visiting Rashid Paediatric Therapy Centre. These beautiful children showed me a performance of a lifetime! My hat goes off to the amazing teachers and caregivers who dedicate their time for the future of these children! ,1,0,0,3,0,253,42,0,0,9.0
7487,Love this pic of and I right before we hit the stage at his Master Class in Dubai. I learn so much hearing him teach his make up tricks and was so honored to be a part of this! So proud of Mario & cant believe it's been almost a decade of working together! More exciting things to come! ,1,0,0,6,0,287,59,0,0,10.0
7488,So proud of the women & men who stood up for what is right & are determined to make this world a better place for our children. Here's to strong women. May we know them. May we be them. May we raise them. ,1,0,0,4,0,205,43,2,2,8.0
7489,Oh Northie!!! North fell and was crying so Potus gave her White House M&M's. She smiled when I opened the box but I wanted to save them for memories so wouldn't let her eat them so she cried again  ,1,0,0,0,1,198,39,0,4,0.0
7490,What an era! I posted some amazing memories on my website/app! I can't wait to show these to my kids one day!  ,1,0,0,1,0,111,22,0,0,4.0
7491,Thank you Mr. President. You will be missed! ,1,0,0,1,0,45,8,0,0,0.0
7492,If you only knew... ,1,0,0,0,0,20,4,0,0,0.0
7493, ,1,0,0,0,0,1,0,0,0,0.0
7494,Thank you Dubai for the jet lag  ,1,0,0,1,1,33,7,0,0,1.0
7495,Bad & Boujee ,1,0,0,0,1,13,3,0,0,-3.0
7496,Travel Buddies ,1,0,0,0,0,15,2,0,0,0.0
7497, ,1,0,0,0,0,1,0,0,0,0.0
7498,Dubai ,1,0,0,0,0,6,1,0,0,0.0
7499,on our way ,1,0,0,0,0,11,3,0,0,0.0
7500, ,1,0,0,0,0,1,0,0,0,0.0
7501,he always has my back  ,1,0,0,0,0,23,5,2,0,0.0
7502,my boys  ,1,0,0,0,0,9,2,1,0,0.0
7503, ,1,0,0,0,0,1,0,0,0,0.0
7504, ,1,0,0,0,0,1,0,0,0,0.0
7505,my son  ,1,0,0,0,0,8,2,2,0,0.0
7506,This guy is always in my shot! ,1,0,0,0,0,31,7,1,0,0.0
7507,Balenciaga. No make up today. ,1,0,0,0,0,30,5,0,0,-1.0
7508,Step up in this bitch like!!!!! ,1,0,0,0,1,32,6,0,0,-3.0
7509,Kourtney and Kim Take Paris ,1,0,0,0,0,28,5,0,0,0.0
7510,GIVENCHY COUTURE ,1,0,0,0,0,17,2,0,0,0.0
7511,Paris Squad ,1,0,0,0,0,12,2,0,0,0.0
7512, golden  ,1,0,0,1,0,9,1,0,0,0.0
7513,Hair flip & eye roll at the same damn time! ,1,0,0,0,1,44,10,0,0,-2.0
7514, ,1,0,0,0,0,1,0,0,0,0.0
7515,Sister Slay ,1,0,0,0,0,12,2,0,2,0.0
7516,On the way to Balmain ,1,0,0,0,0,22,5,0,0,0.0
7517,Parisian Vibes ,1,0,0,0,0,15,2,0,0,0.0
7518,NYC  PARIS ,1,0,0,0,0,11,2,0,0,0.0
7519,Love spending time with my Today was definitely much needed and warmed my heart! Love you!!! ,1,0,0,2,0,93,16,0,0,6.0
7520,Major side eye  ,1,0,0,0,0,16,3,0,0,0.0
7521,Bathroom selfie right before Pablo hits the stage ,1,0,0,1,0,50,8,0,0,0.0
7522,In all seriousness I'm going to be totally selfless for this one last post. Thanks for being my main bitch! Happy Birthday! ,1,0,0,1,1,124,22,0,0,0.0
7523,You're so professional So responsible & thanks for never drinking on the job! ,1,0,0,0,0,78,13,0,0,4.0
7524,Seriously thanks for always having my back and eating all my left overs so they don't go to waste! ,1,0,0,0,0,99,19,0,0,1.0
7525,Happy Birthday I love this pic of us! ,1,0,0,2,0,38,8,0,0,6.0
7526,Thank you LOVE this couture gown for the Harper's Party! ,1,0,0,2,0,57,10,0,0,5.0
7527,The icon herself and of course we're matching in DUH ,1,0,0,0,0,53,10,0,1,0.0
7528,Bazaar Icons Kanye x Tommy x Carine x Kim ,1,0,0,0,0,42,9,0,0,0.0
7529,Happy Birthday to one of the most genuine funniest guys I know! I love you ,1,0,0,3,0,75,15,1,0,6.0
7530,COMING SOON! ,1,0,0,0,0,13,2,0,0,0.0
7531,Love this look! Clear thigh high boots  YEEZY SEASON 4 ,1,0,0,2,0,55,10,0,0,4.0
7532,YZY SZN 4 - ROOSEVELT ISLAND ,1,0,0,0,0,29,6,0,0,0.0
7533,Yeezy Season 4 ,1,0,0,0,0,15,3,0,0,0.0
7534,Silver Surfer ,1,0,0,0,0,14,2,0,0,0.0
7535, ,1,0,0,0,0,1,0,0,0,0.0
7536,Me & my mini me! ,1,0,0,0,0,17,5,0,0,0.0
7537,So ready for Saint Pablo tonight at MSG ,1,0,0,2,0,40,8,0,0,0.0
7538,Wired  Mert & Marcus ,1,0,0,0,0,21,4,0,0,0.0
7539,Love finding pics like this in my phone! Shout out to Steph for taking it  ,1,0,0,2,0,75,15,0,0,5.0
7540,My sweet baby girl  ,1,0,0,1,0,20,4,0,2,2.0
7541,"Closed eyes, see things ",1,0,0,0,0,24,4,0,0,0.0
7542,I  my family ,1,0,0,0,0,13,3,0,0,0.0
7543,Just checked into our NYC penthouse. Thanks for the gift of our home away from home. ,1,0,0,0,0,85,16,0,0,4.0
7544,Wet beachy glam last night ,1,0,0,0,0,27,5,0,0,0.0
7545,Vintage Galliano & Kanye West x Jacob the Jeweler's new collection for the VMA's ,1,0,0,0,0,81,14,0,0,0.0
7546,Famous Exhibit at Blum & Poe Art Gallery ,1,0,0,1,0,41,8,0,0,2.0
7547,Bikini tennis anyone?  ,1,0,0,0,0,23,3,0,0,0.0
7548,Thank you Omaze & Red for this amazing experience! We had a fun glam session & raised $ for 63k days of life saving HIV/AIDS medication for African countries. Loved hanging out with you Carlin & your mom Christine! Xoxo ,1,0,0,4,0,220,40,0,2,16.0
7549,DUBAI!!!! & I will be there Oct 14th. Go to TheMasterClass.com for tickets! Our 1st sponsor is KYLIE COSMETICS! So everyone will get a free lip kit! ,1,0,0,1,0,149,27,0,0,1.0
7550,GLOW ,1,0,0,1,0,5,1,0,0,0.0
7551,Selfish in Mexico ,1,0,0,0,1,18,3,0,0,-3.0
7552,Nothing better than house in Punta Mita! Thank you for the best memories! ,1,0,0,3,0,74,13,0,0,7.0
7553,New KIMOJI Merch available for just the weekend! Go to KimKardashianWest.com or my app to get it! ,1,0,0,1,0,98,17,0,0,0.0
7554,Best trip ever! follow me on snap ,1,0,0,1,0,34,7,0,0,3.0
7555,Love this Harper's Bazaar cover! ,1,0,0,1,0,33,5,0,0,3.0
7556,On set yesterday  ,1,0,0,0,0,18,3,0,0,0.0
7557,Today ,1,0,0,0,0,6,1,0,0,0.0
7558,Didn't think it would happen this soon...my baby girl stealing my shoes. At least she has good taste  ,1,0,0,1,1,102,18,0,4,1.0
7559,Congrats to Erin & Stacy!!! ,1,0,0,0,0,28,5,0,0,2.0
7560,Here's a pic from my new edition of SELFISH out in October. How sweet is my Saint at 2 months old & my little North  ,1,0,0,2,1,117,25,0,0,-1.0
7561,New Selfish alert! 2 more chapters added! Dropping soon! ,1,0,0,0,1,57,9,0,0,-4.0
7562,September Issue of Vogue!!!!!!! Yesss True fan girl moment seeing my sister achieve her goals to the highest!!! Get it baby girl!!!!! ,1,0,0,0,1,134,22,0,4,5.0
7563,The Kylie KIMOJI face phone case is available only today for Kylie's birthday!!! Go to my app or KimKardashianWest.com to get it! ,1,0,0,1,0,130,22,0,0,0.0
7564,Happy Birthday to my beautiful boss sister I love you more than you know! I'm so proud of who you are as a person! You are the least judgmental person I know! Keep being you! ,1,0,0,4,0,175,35,0,2,11.0
7565,Dubai are you ready!?!? & I are coming for a Master Class October 14th! Let the birthday celebrations begin! ,1,0,0,1,0,109,19,0,0,3.0
7566,MET night vibes all on my app! Exclusive pics while getting ready! link in my bio! ,1,0,0,0,0,83,16,0,0,2.0
7567,Having lunch with the families of loved ones who were killed by gun violence. I learned a lot from listening to their stories. Life is so precious! What will it take for this to stop? ,1,0,0,1,1,184,35,0,0,-5.0
7568,Love this look. I break it down on my app! ,1,0,0,1,1,43,10,0,0,3.0
7569,Find out why Karl made me cry on my first shoot with him  but don't worry he made it up to me on this shoot! KimKardashianWest.com ,1,0,0,0,2,131,26,2,0,-6.0
7570,Yep we were really taking selfies the whole time and they are all up on my app! Link is in my bio. KimKardashianWest.com ,1,0,0,0,0,121,23,0,0,0.0
7571,Loving this Harper's Bazaar shoot! ,1,0,0,1,0,35,5,0,0,1.0
7572,Happy Birthday the chicest man I know! xoxoxo ,1,0,0,1,0,46,8,2,0,7.0
7573,This Balmain campaign was epic! I posted all of the bts pics on KimKardashianWest.com ,1,0,0,0,0,86,14,0,0,0.0
7574,Cuban vibes!!! Throwback to when we were in Cuba! Can't wait to watch tonight's episode with you guys! A new episode of KUWTK starts soon! ,1,0,0,0,0,139,25,0,0,0.0
7575,My MET Gala fitting pics are all on KimKardashianWest.com today! And YESSSS I still have those extra pieces & cannot wait to wear them!!! ,1,0,0,0,0,138,24,0,0,0.0
7576,Balmain  ,1,0,0,0,0,9,1,0,0,0.0
7577, my boo ,1,0,0,0,0,8,2,0,0,0.0
7578,This might be one of my favorite shoots! Thank you & for the funny article! ,1,0,0,2,1,76,15,0,0,8.0
7579,Wearing Yeezy Season with Yeezy ,1,0,0,0,0,32,5,0,0,0.0
7580,I loved this shoot! It was so us. Flew to Paris for a day & got to shoot with the legend styled by my icon & creative direction from Stephen Gan! ,1,0,0,2,0,146,31,0,0,3.0
7581,LOVE our September issue of Styled by-  by- ,1,0,0,1,1,44,8,0,0,3.0
7582,"The girls & I saw show ""All I Have""  I put up so many pics on my app. Link in my bio. If you don't have it download it now on iTunes & type in Kim Kardashian West. Or KimKardashianWest.com ",1,0,0,0,0,189,40,0,2,0.0
7583,I know I'm a little late but Happy Birthday to my girl We had the best time in Vegas celebrating your birthday & after seeing your show I started my diet again LOL I've never met anyone who ages backwards! So beautiful inside & out! Forever my inspiration! ,1,0,0,3,0,257,48,0,2,17.0
7584,I recently went to the Hamptons and had so much fun! All the pics are up on my app! ,1,0,0,0,0,84,19,0,0,4.0
7585,Happy Birthday to the most amazing grandma in the world! I love you so much words can't even explain! ,1,0,0,3,0,102,19,0,3,10.0
7586,So much fun in Vegas at Hakkasan last night! ,1,0,0,1,0,45,9,0,0,4.0
7587,Tune into Keeping Up With The Kardashians tonight on E to see all the BYS at Milf $ video! ,1,0,0,0,0,91,19,0,0,0.0
7588,Back at it in the Hamptons with ,1,0,0,0,0,32,7,0,0,0.0
7589,More BTS of video Milf $ video on my app! ,1,0,0,0,0,42,10,0,0,0.0
